filename,folder,words,text
g4ela-7-4-welcome.mp3,guide/anne,66,"Hello! I’m Anne Shirley, Anne spelled with an e, and I’m guiding your lesson today, which is the most thrilling thing that’s happened to me in ages. Today’s question is how a person’s past shapes who they are. By the end, you’ll be able to explain how mine shaped me. We’ll finish off our plurals, too, and I promise to talk a little less than usual."
g4ela-7-4-wgrd.mp3,guide/anne,64,"Here’s a test I think is perfectly delicious. Choose a moment you know well from these chapters, and imagine someone else telling it. Marilla would tell my story very plainly, I expect, with hardly an adjective in it. Today you’ll hear me tell it myself, so you can decide which parts are what happened and which parts are how I chose to say it."
g4ela-7-4-dol.mp3,guide/anne,63,"The model sentence is mine, and I’m rather proud of it. Notice how my words are split in two, with my name tucked in the middle. The sentence you fix is simpler, but it uses the same pieces. A little word that should always stand tall appears twice. And the pause belongs inside the quotation marks, where it can keep the speaker company."
g4ela-7-4-guide1.mp3,guide/anne,60,"Word study! I do love words, especially long, grand ones. It’s the last day of the week, so you’ve met all of these words before. It’s rather like meeting old friends again, which I haven’t had much chance to do. Go quickly, but carefully. Marilla says carefully matters more, and I suppose she’s right, though I’d never tell her so."
g4ela-7-4-morphology.mp3,guide/anne,67,"One more look at the word parts that mean with, or together. You’ve matched them and built with them all week, so this should go quickly. I’ve always liked words about being together. Notice how much faster you are now than at the start of the week. That’s the whole point. Knowing a word part by heart saves you time on every long word you ever meet."
g4ela-7-4-vocabulary.mp3,guide/anne,63,"You get to choose how to show what you know, which is exactly the sort of thing I like. If a word still feels slippery, try explaining it to someone younger. That’s the quickest way to find out whether you really own it. Placid is the hardest one for me. I don’t believe I’ve been placid for a single minute of my life."
g4ela-7-4-grammar.mp3,guide/anne,63,"You’re the editor today, and nobody will point to the mistakes for you. Some plurals simply refuse to follow the ordinary rule. One man, two men. One tooth, a whole mouthful of teeth. Read each sentence slowly and listen for the ones that sound almost right. Almost right is the most dangerous kind of wrong. I found that out about spelling ages ago."
g4ela-7-4-spelling.mp3,guide/anne,68,"A proofreader trusts nothing, and today that’s you. Some of these words are spelled perfectly, and some only pretend to be. For each one, say the word it came from, look closely at how it ends, and decide what the plural ought to be. If it’s already right, leave it alone. Tapping a word that was fine is its own sort of mistake, and a very humbling one."
g4ela-7-4-guide2.mp3,guide/anne,63,"Marilla is driving me to White Sands to see Mrs. Spencer, to sort out the mistake about the boy. I’m trying very hard not to think about what happens after that. So instead, listen to how I tell things in this chapter. Notice when I stop saying what happened and start saying what I imagined. I do that rather a lot, I’m afraid."
g4ela-7-4-read.mp3,guide/anne,67,"This chapter is mostly me talking, which I know won’t surprise you in the least. As you read, keep a list in your head of every home I mention, and who I lived with there. There are more than you’d think. When you reach the stopping point, you’ll be asked what kept me hopeful. Your list will help you answer truthfully. Don’t rush. It’s a long drive."
g4ela-7-4-guide3.mp3,guide/anne,71,"Well, now you know all about me. Bolingbroke, and Mrs. Thomas, and Mrs. Hammond with her three pairs of twins, and the asylum. It isn’t a very romantic history, is it? But I’d rather you didn’t feel too sorry for me. Now it’s your turn to write. Point to my words in the book when you answer. I said a great many of them, so you have plenty to choose from."
g4ela-7-4-chapter.mp3,guide/anne,65,"The last question reaches across all five chapters, so think about the whole of me, not just this drive. Before you write, remember the moment that surprised you most. Then ask yourself whether I was ever really talking about a road, or a tree, or a pond. Perhaps I was talking about what I needed. Choose one moment, and let my exact words show it."
g4ela-7-4-wordconn.mp3,guide/anne,60,"Your vocabulary answer is saved, so here’s how the words connect. Placid, imagine, companion, delight. When I look at them together, they’re almost a map of me. I imagine all the time, I find delight nearly everywhere, and I’ve wanted a real companion for as long as I can remember. Placid is the one word that isn’t me at all."
g4ela-7-4-workshop.mp3,guide/anne,65,"Today you give your character a history, the way I gave Marilla mine. You only need three sentences. Where do they come from? What have they been through? And what do they want most in the whole world? That last one matters most. It’s the part that keeps a person going, and it will keep your story going too. Choose specific words, not boring ones."
