filename,folder,words,text
g4ela-7-2-welcome.mp3,guide/matthew,66,"Hello, it’s Matthew Cuthbert. Today I’ll be guiding you through your lesson. I’m not much of a talker, so I’ll keep it short. Today’s question is about voice, what makes a person sound like themselves and nobody else. I met someone once who sounded like nobody I’d ever heard. By the end of this lesson, you’ll be able to say what made her voice her own."
g4ela-7-2-wgrd.mp3,guide/matthew,61,"Now, here’s a thing I’ve noticed. When a story gets told about me, the teller knows things I never said out loud. That’s the narrator. Then there’s what I’m thinking, sitting on that buggy seat. That’s me. Keep the two apart today. When a plain old road starts sounding beautiful, ask yourself who’s doing the seeing. The narrator, or somebody else?"
g4ela-7-2-dol.mp3,guide/matthew,66,"Marilla’s the one for rules, but I’ll do my best. The sentence you’re fixing is somebody talking, and excited about it. There’s a little word at the front that wants a pause after it. There’s a word squeezed short that’s lost its mark. And the talking itself wants something around it, both ends. Look at the one that’s done right first. It shows you every piece."
g4ela-7-2-guide1.mp3,guide/matthew,65,"Well now, words. I’m a farmer, not a scholar, but I know a good tool when I see one, and these word parts are tools. Two of them mean with, or together. I’ve been thinking about that word, together, more than usual lately. You’ll see why when you read. For now, work through these the way you’d work a field. One row at a time."
g4ela-7-2-morphology.mp3,guide/matthew,62,"Here’s something I didn’t know till lately. That word, companion. It comes from an old word for bread. A companion was somebody you shared your bread with. I like that. Sitting beside someone on a long drive is a bit like sharing bread, I suppose. Match up the parts, and notice how each one carries its own little piece of the meaning."
g4ela-7-2-vocabulary.mp3,guide/matthew,62,"Four words today, and you met every one of them yesterday. Placid. That was me, mostly, before this week. Imagine. That was never me, not much. Companion, and delight. Well, I’ll let you work out who those belong to. Match each one to its meaning. If one gives you trouble, don’t fret. Say it out loud, slowly, and it often comes back."
g4ela-7-2-grammar.mp3,guide/matthew,61,"Some words don’t do what you’d expect. You’d think one child, two childs. But no. They change on the inside instead. We had a bit of that at Green Gables this week, if I’m honest. Somebody arrived who wasn’t what we’d planned for. Look through the sentence and find every word that won’t follow the ordinary rule. There’s more than one."
g4ela-7-2-spelling.mp3,guide/matthew,64,"Marilla’s a great one for doing things properly, and she’d want these spelled right. Here’s how I’d go about it. Say the word as more than one, and listen. If your mouth needs an extra bit at the end, or a y at the end has to change its ways, that’s one to tap. The plain ones just add their letter and carry on."
g4ela-7-2-guide2.mp3,guide/matthew,63,"I’ll not tell you what happened at the station. That’s yours to read. But I’ll say this much. I drove eight miles there expecting one thing, and eight miles home with something quite different beside me. Listen to what she does with every plain thing we passed, the road, the pond, the trees. I’ve never looked at that road the same way since."
g4ela-7-2-read.mp3,guide/matthew,65,"Take your time with this chapter. It’s a long drive, and most of it is talk. As you go, keep a count of how many things get given a brand new name. I lost count myself, somewhere past the pond. And when you reach the end, sit still a moment before you go on. Ask yourself what somebody who names everything might be hoping for."
g4ela-7-2-guide3.mp3,guide/matthew,64,"Well, now you’ve read it. I went for a boy and came home with Anne, and I’d not change it. I didn’t say much on that drive. But I think you know me a little now anyway, just from what I did. That’s worth thinking on as you answer. You can know a person by what they do, not only by what they say."
g4ela-7-2-chapter.mp3,guide/matthew,62,"These questions look simple enough. But here’s the one underneath them. Was Anne as happy as she sounded? She talked and talked, and named everything she saw. But think back to what she told me first, at the station, about that cherry tree. When you describe her, don’t stop at her hair and her hat. Think on what she was afraid of."
g4ela-7-2-wordconn.mp3,guide/matthew,62,"Your grammar answer’s saved already, so here’s how I’d join it up. All week you’ve been looking at words that don’t follow the ordinary rule. Well, the ordinary plan at Green Gables was a boy. A boy to help me with the farm. And what was waiting for me at the station was Anne. Some things are worth the rule being broken."
g4ela-7-2-workshop.mp3,guide/matthew,65,"Now it’s your turn to make somebody talk. Anne didn’t just see a road. She gave it a name nobody else would have thought of. That’s her voice, in a handful of words. Before you write, decide on one thing your character would call by a name of their own. Then let them say it out loud. Don’t tell us about them. Let them talk."
